_id,rating,description,user,product,isFlagged,flaggedReason,isVerifiedPurchase,createdAt,updatedAt
c8c818ba60a3052c73fe7198,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,3ebeea31031012501e70df13,a9aced56c1391bff32a9f80c,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
25fc3a0742cc069b6e2e4a6d,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,7f5da75b9d1f2396cffec5c5,d50b5a8ac67e267035a9d0ef,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
d8d8d357fdab0f7e2cda6d1e,5,Flawless experience from order to delivery. Highly recommended.,8f3fdb8f2798bf2cc97b2258,d50b5a8ac67e267035a9d0ef,false,,true,2026-06-11T12:00:00.000Z,2026-08-15T16:45:41.235Z
a529a2ab4f6b349dfb55f776,5,Best purchase I've made this year. The performance is outstanding.,0b7cefd53872be11e70e60aa,d50b5a8ac67e267035a9d0ef,false,,true,2026-06-12T12:00:00.000Z,2026-08-15T16:45:41.235Z
e938212c5121541ed524f1e9,5,Perfect in every way. Build quality is top notch.,3de5f866fbc345f27ce9a9bc,d50b5a8ac67e267035a9d0ef,false,,true,2026-06-13T12:00:00.000Z,2026-08-15T16:45:41.235Z
5002989c2083b638b0b76a57,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,8f3fdb8f2798bf2cc97b2258,a11db6cd457dd671f8adcd82,false,,true,2026-07-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
8d28a492337b878b1847d04b,5,Flawless experience from order to delivery. Highly recommended.,0b7cefd53872be11e70e60aa,a11db6cd457dd671f8adcd82,false,,true,2026-07-11T12:00:00.000Z,2026-08-15T16:45:41.235Z
5bcce0685874a43162ca5dc1,5,Best purchase I've made this year. The performance is outstanding.,3de5f866fbc345f27ce9a9bc,a11db6cd457dd671f8adcd82,false,,true,2026-07-12T12:00:00.000Z,2026-08-15T16:45:41.235Z
96b4f6b207396df64e48b135,4,Really good device for the price. Happy with the purchase.,fec7374fc3c70e0500133aa9,a11db6cd457dd671f8adcd82,false,,true,2026-07-13T12:00:00.000Z,2026-08-15T16:45:41.235Z
9e3a3fd5940d90a02b348b8b,4,"Nice product, matches the description. Delivery was quick too.",21cfbdf7c9911037d795bac4,a11db6cd457dd671f8adcd82,false,,true,2026-07-14T12:00:00.000Z,2026-08-15T16:45:41.235Z
2723f39e8224587bad98001d,4,Great product overall. A couple of minor things but very good value.,7d7a3158a0ecebf6721eeaa2,a11db6cd457dd671f8adcd82,false,,true,2026-07-15T12:00:00.000Z,2026-08-15T16:45:41.235Z
c4687be7db578e4f5a6831ce,3,It's okay. Decent for the price but nothing exceptional.,3ebeea31031012501e70df13,a11db6cd457dd671f8adcd82,false,,false,2026-07-16T12:00:00.000Z,2026-08-15T16:45:41.235Z
3f598c9b0fc5f5445685b7f4,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,0b7cefd53872be11e70e60aa,f5b31fe5c6ae2b6cc8416d98,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
ede956bd7ccb563fc59de8fc,5,Flawless experience from order to delivery. Highly recommended.,3de5f866fbc345f27ce9a9bc,f5b31fe5c6ae2b6cc8416d98,false,,true,2026-05-11T12:00:00.000Z,2026-08-15T16:45:41.235Z
4f766a9fff4c2fb2ba4d0560,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,3de5f866fbc345f27ce9a9bc,3f3f6551649c0c0af26fe306,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
698156854b882feebd3c3007,4,"Very good quality, works exactly as expected. Would buy again.",fec7374fc3c70e0500133aa9,3f3f6551649c0c0af26fe306,false,,true,2026-06-11T12:00:00.000Z,2026-08-15T16:45:41.235Z
812cfb847bb80f5407c5f1dd,4,Solid performance and great battery life. Recommended.,21cfbdf7c9911037d795bac4,3f3f6551649c0c0af26fe306,false,,true,2026-06-12T12:00:00.000Z,2026-08-15T16:45:41.235Z
8de881962adfb67133c2dde1,4,Really good device for the price. Happy with the purchase.,7d7a3158a0ecebf6721eeaa2,3f3f6551649c0c0af26fe306,false,,true,2026-06-13T12:00:00.000Z,2026-08-15T16:45:41.235Z
577982a86a9793a6e71cbf0e,3,"Average experience. Some features are nice, others fall short.",3ebeea31031012501e70df13,3f3f6551649c0c0af26fe306,false,,true,2026-06-14T12:00:00.000Z,2026-08-15T16:45:41.235Z
b91ce1e5df5a9c8afa213f19,4,Great product overall. A couple of minor things but very good value.,fec7374fc3c70e0500133aa9,62ca8b73a2ce9209e31bf078,false,,true,2026-07-10T12:00:00.000Z,2026-08-15T16:45:41.235Z
abe799c8ac3359d89ef0e642,4,"Very good quality, works exactly as expected. Would buy again.",21cfbdf7c9911037d795bac4,62ca8b73a2ce9209e31bf078,false,,true,2026-07-11T12:00:00.000Z,2026-08-15T16:45:41.235Z
cd1d0f1013e6e2ed03fc5064,4,Solid performance and great battery life. Recommended.,7d7a3158a0ecebf6721eeaa2,62ca8b73a2ce9209e31bf078,false,,true,2026-07-12T12:00:00.000Z,2026-08-15T16:45:41.235Z
45f745f25e710ee01470b203,3,It's okay. Decent for the price but nothing exceptional.,3ebeea31031012501e70df13,62ca8b73a2ce9209e31bf078,false,,false,2026-07-13T12:00:00.000Z,2026-08-15T16:45:41.235Z
f1fd63951f2e781ee0178f19,2,Not quite what I expected. A few issues with the battery.,7f5da75b9d1f2396cffec5c5,62ca8b73a2ce9209e31bf078,false,,true,2026-07-14T12:00:00.000Z,2026-08-15T16:45:41.235Z
03f5e6ddd8347f534832e0eb,5,Superb quality and lightning fast delivery. Very happy!,8f3fdb8f2798bf2cc97b2258,62ca8b73a2ce9209e31bf078,false,,true,2026-07-15T12:00:00.000Z,2026-08-15T16:45:41.235Z
3f242c58f943f19b87f6cede,5,This is my second order from this store. Never disappoints.,0b7cefd53872be11e70e60aa,62ca8b73a2ce9209e31bf078,false,,true,2026-07-16T12:00:00.000Z,2026-08-15T16:45:41.235Z
baccc2d76ee0e2e9380e6746,5,Outstanding value for money. Genuinely impressed.,3de5f866fbc345f27ce9a9bc,62ca8b73a2ce9209e31bf078,false,,true,2026-07-17T12:00:00.000Z,2026-08-15T16:45:41.235Z
