_id,rating,description,user,product,isFlagged,flaggedReason,isVerifiedPurchase,createdAt,updatedAt
17582728f07cb9a6354562a3,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,92099a411aea4e22896b0151,d4e5e77a0b6bea744d8f2a0e,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.185Z
b0a850aaa2dcb27a7d6b10c7,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,d9d3036e0fa430669a2931de,633772710a4b979ac35e2025,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.185Z
0f89482ec7eb6d2a1e82a3e1,5,Flawless experience from order to delivery. Highly recommended.,4c95532574f435a9c0aad9ba,633772710a4b979ac35e2025,false,,true,2026-06-11T12:00:00.000Z,2026-08-15T16:45:41.185Z
d43b41bb1ded4f7c3e393c17,5,Best purchase I've made this year. The performance is outstanding.,528e793e5fb1c3376948fedd,633772710a4b979ac35e2025,false,,true,2026-06-12T12:00:00.000Z,2026-08-15T16:45:41.185Z
ea8b7a4f26cc378a28ec17bd,5,Perfect in every way. Build quality is top notch.,f72f04e921044acf261e9454,633772710a4b979ac35e2025,false,,true,2026-06-13T12:00:00.000Z,2026-08-15T16:45:41.185Z
3addf40fde1bd32549a966f8,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,4c95532574f435a9c0aad9ba,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-10T12:00:00.000Z,2026-08-15T16:45:41.185Z
af3f4530ad1ea5b791a67d35,5,Flawless experience from order to delivery. Highly recommended.,528e793e5fb1c3376948fedd,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-11T12:00:00.000Z,2026-08-15T16:45:41.185Z
0799d87cbaaa3c948b12b2a3,5,Best purchase I've made this year. The performance is outstanding.,f72f04e921044acf261e9454,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-12T12:00:00.000Z,2026-08-15T16:45:41.185Z
0fc9edd678efef71ebe7b61f,4,Really good device for the price. Happy with the purchase.,4413b73a01f0f96b3a135069,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-13T12:00:00.000Z,2026-08-15T16:45:41.185Z
f91b7f1c2797e6d95139e615,4,"Nice product, matches the description. Delivery was quick too.",5c118fe0afc75be1b6eb0563,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-14T12:00:00.000Z,2026-08-15T16:45:41.185Z
fd3d3ae0b3d20868f8726c14,4,Great product overall. A couple of minor things but very good value.,11e794ecb6a77adf8e77c530,6b3154c2fdd4095a1c0b7f16,false,,true,2026-07-15T12:00:00.000Z,2026-08-15T16:45:41.185Z
4983ec873e91be862c927e95,3,It's okay. Decent for the price but nothing exceptional.,92099a411aea4e22896b0151,6b3154c2fdd4095a1c0b7f16,false,,false,2026-07-16T12:00:00.000Z,2026-08-15T16:45:41.185Z
3912fe538529afe9c4e0d0f4,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,528e793e5fb1c3376948fedd,7c21dfb732d332cb58a9fd1f,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.185Z
074a49ca1876b2c9d4cfa519,5,Flawless experience from order to delivery. Highly recommended.,f72f04e921044acf261e9454,7c21dfb732d332cb58a9fd1f,false,,true,2026-05-11T12:00:00.000Z,2026-08-15T16:45:41.185Z
19eb6aaa1603cede9f98f25e,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,f72f04e921044acf261e9454,c9f069817c0bafd91a2ec16d,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.185Z
