_id,rating,description,user,product,isFlagged,flaggedReason,isVerifiedPurchase,createdAt,updatedAt
849096d442fce7989a7d26b1,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,37de6c7d9942805cd85ea6b3,48def9fced08341d89f74c44,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.316Z
67f2aea8721c2de8431043e5,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,a24086da5a20c6230a2894e0,45e2d78a7bc2ba958f2726ee,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.316Z
859eb58cb9706f6f0950512f,5,Flawless experience from order to delivery. Highly recommended.,7ecbcf789794c582e37da5b1,45e2d78a7bc2ba958f2726ee,false,,true,2026-06-11T12:00:00.000Z,2026-08-15T16:45:41.316Z
40a936cd9972d484721df945,5,Best purchase I've made this year. The performance is outstanding.,33be39e792e50d6d4b6fac68,45e2d78a7bc2ba958f2726ee,false,,true,2026-06-12T12:00:00.000Z,2026-08-15T16:45:41.316Z
b6cb71644587353ca9d3b6a5,5,Perfect in every way. Build quality is top notch.,622644dd9b1617232620e492,45e2d78a7bc2ba958f2726ee,false,,true,2026-06-13T12:00:00.000Z,2026-08-15T16:45:41.316Z
a794a2fc7e70c121a09bf0ec,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,7ecbcf789794c582e37da5b1,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-10T12:00:00.000Z,2026-08-15T16:45:41.316Z
60528fe4db02cb74520a44c5,5,Flawless experience from order to delivery. Highly recommended.,33be39e792e50d6d4b6fac68,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-11T12:00:00.000Z,2026-08-15T16:45:41.316Z
091da7e9286fb8cd3a8286f5,5,Best purchase I've made this year. The performance is outstanding.,622644dd9b1617232620e492,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-12T12:00:00.000Z,2026-08-15T16:45:41.316Z
8bec37d799101bf1671a5888,4,Really good device for the price. Happy with the purchase.,1a8cf9e1d32a67e5be0bbbc3,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-13T12:00:00.000Z,2026-08-15T16:45:41.316Z
19bd98e644d5427ef195fce1,4,"Nice product, matches the description. Delivery was quick too.",05864c7f9bd2c42dd54cfe51,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-14T12:00:00.000Z,2026-08-15T16:45:41.316Z
eea3ab3535509edd96a1ed14,4,Great product overall. A couple of minor things but very good value.,eb108071b31804c5fd570517,a8a3f2e4578ed6f184878a1d,false,,true,2026-07-15T12:00:00.000Z,2026-08-15T16:45:41.316Z
afdbfba39a9d4d35adc6e2ee,3,It's okay. Decent for the price but nothing exceptional.,37de6c7d9942805cd85ea6b3,a8a3f2e4578ed6f184878a1d,false,,false,2026-07-16T12:00:00.000Z,2026-08-15T16:45:41.316Z
585a4862dd79a11c8b5da6c3,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,33be39e792e50d6d4b6fac68,17d07742d54eb5bc94bacee6,false,,true,2026-05-10T12:00:00.000Z,2026-08-15T16:45:41.316Z
5f46344093486cb26c920cdc,5,Flawless experience from order to delivery. Highly recommended.,622644dd9b1617232620e492,17d07742d54eb5bc94bacee6,false,,true,2026-05-11T12:00:00.000Z,2026-08-15T16:45:41.316Z
1770aa6a741f039c57dfd667,5,Absolutely love it! Exceeded all my expectations. Worth every taka.,622644dd9b1617232620e492,c31bd158e51e4d2e45da7247,false,,true,2026-06-10T12:00:00.000Z,2026-08-15T16:45:41.316Z
fca341cbf39f7ae7ce1a7119,4,"Very good quality, works exactly as expected. Would buy again.",1a8cf9e1d32a67e5be0bbbc3,c31bd158e51e4d2e45da7247,false,,true,2026-06-11T12:00:00.000Z,2026-08-15T16:45:41.316Z
5332b567094a4a34884ab007,4,Solid performance and great battery life. Recommended.,05864c7f9bd2c42dd54cfe51,c31bd158e51e4d2e45da7247,false,,true,2026-06-12T12:00:00.000Z,2026-08-15T16:45:41.316Z
0ae14ce0794a6388e194794c,4,Really good device for the price. Happy with the purchase.,eb108071b31804c5fd570517,c31bd158e51e4d2e45da7247,false,,true,2026-06-13T12:00:00.000Z,2026-08-15T16:45:41.317Z
b4093fa0f1b30867a51a6b33,3,"Average experience. Some features are nice, others fall short.",37de6c7d9942805cd85ea6b3,c31bd158e51e4d2e45da7247,false,,true,2026-06-14T12:00:00.000Z,2026-08-15T16:45:41.317Z
f2ca1b4665ad7f528ecf1702,4,Great product overall. A couple of minor things but very good value.,1a8cf9e1d32a67e5be0bbbc3,c87ed4dc766c1307be45b466,false,,true,2026-07-10T12:00:00.000Z,2026-08-15T16:45:41.317Z
ffac1c342c1cfd449067e98a,4,"Very good quality, works exactly as expected. Would buy again.",05864c7f9bd2c42dd54cfe51,c87ed4dc766c1307be45b466,false,,true,2026-07-11T12:00:00.000Z,2026-08-15T16:45:41.317Z
