_id,name,slug,description,price,currency,stock,weight,category,imageUrls,isActive,isDeleted,brand,createdBy,reviews,averageRating,ratingCount,specification,keyFeatures,offerPrice,colorOptions,attributes,variants,hasVariants,createdAt,updatedAt
48def9fced08341d89f74c44,Attor Time Classic Analog,attor-time-classic-analog,Quartz movement. Minimal dial. Daily wear.,5999,bdt,40,0.08,a6a4c486659043804e84ce3f,[],true,false,23a8190e50138218c803ac27,55b35d91e5ee21b393423f3d,"[""849096d442fce7989a7d26b1""]",5,1,"[{""key"":""Movement"",""value"":""Japanese Quartz""},{""key"":""Case"",""value"":""40mm Stainless""},{""key"":""Water"",""value"":""3 ATM""},{""key"":""Strap"",""value"":""Leather""}]","[""Quartz movement"",""Minimal dial"",""Daily wear""]",,"[{""name"":""Silver"",""hex"":""#c0c0c0""}]",[],[],false,2026-01-10T10:00:00.000Z,2026-08-15T16:45:41.315Z
45e2d78a7bc2ba958f2726ee,Casio F-91W Digital,casio-f-91w-digital,Legendary F-91W. 7yr battery. Stopwatch + alarm.,1499,bdt,100,0.02,c61e4a4af818d6bbfe435ac9,[],true,false,376b7c0a8922eb1b61f25a2a,55b35d91e5ee21b393423f3d,"[""67f2aea8721c2de8431043e5"",""859eb58cb9706f6f0950512f"",""40a936cd9972d484721df945"",""b6cb71644587353ca9d3b6a5""]",5,4,"[{""key"":""Movement"",""value"":""Digital Quartz""},{""key"":""Case"",""value"":""32mm Resin""},{""key"":""Water"",""value"":""3 ATM""},{""key"":""Battery"",""value"":""7 years""}]","[""Legendary F-91W"",""7yr battery"",""Stopwatch + alarm""]",,"[{""name"":""Black"",""hex"":""#1a1a1a""}]",[],[],false,2026-01-11T10:00:00.000Z,2026-08-15T16:45:41.315Z
a8a3f2e4578ed6f184878a1d,Seiko 5 Sports Automatic,seiko-5-sports-automatic,Automatic. Hackable + hand-wind. Sapphire glass.,18999,bdt,10,0.1,a6a4c486659043804e84ce3f,[],true,false,ccc03d6240f9865ff4408c96,55b35d91e5ee21b393423f3d,"[""a794a2fc7e70c121a09bf0ec"",""60528fe4db02cb74520a44c5"",""091da7e9286fb8cd3a8286f5"",""8bec37d799101bf1671a5888"",""19bd98e644d5427ef195fce1"",""eea3ab3535509edd96a1ed14"",""afdbfba39a9d4d35adc6e2ee""]",4.3,7,"[{""key"":""Movement"",""value"":""Automatic 4R36""},{""key"":""Case"",""value"":""42.5mm Steel""},{""key"":""Water"",""value"":""10 ATM""},{""key"":""Display"",""value"":""Day-Date""}]","[""Automatic"",""Hackable + hand-wind"",""Sapphire glass""]",,"[{""name"":""Black/Steel"",""hex"":""#3a3a3a""}]",[],[],false,2026-01-12T10:00:00.000Z,2026-08-15T16:45:41.315Z
17d07742d54eb5bc94bacee6,Fossil Minimalist Chronograph,fossil-minimalist-chronograph,Chronograph. Slim profile. Everyday style.,15999,bdt,10,0.09,a6a4c486659043804e84ce3f,[],true,false,e71bb9e7529cdb3d800bb42c,55b35d91e5ee21b393423f3d,"[""585a4862dd79a11c8b5da6c3"",""5f46344093486cb26c920cdc""]",5,2,"[{""key"":""Movement"",""value"":""Quartz Chronograph""},{""key"":""Case"",""value"":""44mm Steel""},{""key"":""Water"",""value"":""5 ATM""},{""key"":""Strap"",""value"":""Leather""}]","[""Chronograph"",""Slim profile"",""Everyday style""]",,"[{""name"":""Brown"",""hex"":""#8b5a2b""}]",[],[],false,2026-01-13T10:00:00.000Z,2026-08-15T16:45:41.315Z
c31bd158e51e4d2e45da7247,Titan Raga Ladies Watch,titan-raga-ladies-watch,Slim case. Elegant dial. Gift-ready.,8999,bdt,10,0.06,a6a4c486659043804e84ce3f,[],true,false,7c2c85937e26589cda34565b,55b35d91e5ee21b393423f3d,"[""1770aa6a741f039c57dfd667"",""fca341cbf39f7ae7ce1a7119"",""5332b567094a4a34884ab007"",""0ae14ce0794a6388e194794c"",""b4093fa0f1b30867a51a6b33""]",4,5,"[{""key"":""Movement"",""value"":""Quartz""},{""key"":""Case"",""value"":""28mm Steel""},{""key"":""Water"",""value"":""3 ATM""},{""key"":""Style"",""value"":""Elegant""}]","[""Slim case"",""Elegant dial"",""Gift-ready""]",,"[{""name"":""Rose Gold"",""hex"":""#b76e79""}]",[],[],false,2026-01-14T10:00:00.000Z,2026-08-15T16:45:41.315Z
c87ed4dc766c1307be45b466,Casio G-Shock GA-2100,casio-g-shock-ga-2100,Octagon design. Shock-resistant. 20 ATM.,7999,bdt,0,0.051,341d3cb92032824a9044d59e,[],true,false,376b7c0a8922eb1b61f25a2a,55b35d91e5ee21b393423f3d,"[""f2ca1b4665ad7f528ecf1702"",""ffac1c342c1cfd449067e98a"",""650cbef00a6a5a4b41a35408"",""af4c0e1a2e65148f57505d1f"",""2d74552582f724e97247e09c"",""118c0bf3828082ddbefd287e"",""50cf843c98bfd42d8066a80a"",""03b1d01714e75da87de2e064""]",4,8,"[{""key"":""Movement"",""value"":""Quartz""},{""key"":""Case"",""value"":""48.5mm Resin""},{""key"":""Water"",""value"":""20 ATM""},{""key"":""Shock"",""value"":""Shock-resistant""}]","[""Octagon design"",""Shock-resistant"",""20 ATM""]","{""type"":""percentage"",""value"":10,""startAt"":""2026-08-01T00:00:00.000Z"",""endAt"":""2026-08-31T23:59:59.000Z"",""isActive"":true}","[{""name"":""Black"",""hex"":""#1a1a1a""},{""name"":""Olive"",""hex"":""#556b2f""},{""name"":""Red"",""hex"":""#c62828""}]","[{""key"":""Color"",""values"":[""Black"",""Olive"",""Red""]}]","[{""sku"":""CASIOGSH-BLACK-87NGD6"",""attributes"":{""Color"":""Black""},""price"":7999,""stock"":30,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOGSH-OLIVE-TR5XQA"",""attributes"":{""Color"":""Olive""},""price"":7999,""stock"":20,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOGSH-RED-DZCYN9"",""attributes"":{""Color"":""Red""},""price"":7999,""stock"":15,""imageUrls"":[],""isActive"":true}]",true,2026-01-15T10:00:00.000Z,2026-08-15T16:45:41.315Z
c00ea41c3b723b8c2ddb92d5,Casio G-Shock GA-100,casio-g-shock-ga-100,Bold case. Multi-function. Tough build.,8999,bdt,0,0.07,341d3cb92032824a9044d59e,[],true,false,376b7c0a8922eb1b61f25a2a,55b35d91e5ee21b393423f3d,"[""6a9116cbd2d0d5361a50dc0e"",""929754c93ae38d22bb71e354"",""7a2cfa8990eb0f8aa9a0d1e2""]",3.7,3,"[{""key"":""Movement"",""value"":""Quartz""},{""key"":""Case"",""value"":""55mm Resin""},{""key"":""Water"",""value"":""20 ATM""},{""key"":""Features"",""value"":""World time, stopwatch""}]","[""Bold case"",""Multi-function"",""Tough build""]",,"[{""name"":""Black"",""hex"":""#1a1a1a""},{""name"":""Camouflage"",""hex"":""#6b7b3a""},{""name"":""Blue"",""hex"":""#1e90ff""}]","[{""key"":""Color"",""values"":[""Black"",""Camouflage"",""Blue""]}]","[{""sku"":""CASIOGSH-BLACK-3Z5WSA"",""attributes"":{""Color"":""Black""},""price"":8999,""stock"":25,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOGSH-CAMOUF-XFZ8N4"",""attributes"":{""Color"":""Camouflage""},""price"":8999,""stock"":15,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOGSH-BLUE-6GEEC7"",""attributes"":{""Color"":""Blue""},""price"":8999,""stock"":12,""imageUrls"":[],""isActive"":true}]",true,2026-01-16T10:00:00.000Z,2026-08-15T16:45:41.315Z
5eb43a5e01611dd96b19c777,Casio Vintage A168,casio-vintage-a168,Retro steel. LED light. Chrome bezel.,2499,bdt,0,0.03,c61e4a4af818d6bbfe435ac9,[],true,false,376b7c0a8922eb1b61f25a2a,55b35d91e5ee21b393423f3d,"[""7aabfd1fa10efcba55fb9ae2"",""5d693ff4983f5cac7f59eed9"",""786caf9df3679d5ce3e08204"",""bf4f78e6f83dbf9bc7b2d1fd"",""6d645b08ff0a2786e73b4967"",""0c7437a268de04bf29b886a4""]",4,6,"[{""key"":""Movement"",""value"":""Digital Quartz""},{""key"":""Case"",""value"":""36mm Steel""},{""key"":""Water"",""value"":""3 ATM""},{""key"":""Display"",""value"":""Retro LED""}]","[""Retro steel"",""LED light"",""Chrome bezel""]",,"[{""name"":""Silver"",""hex"":""#c0c0c0""},{""name"":""Gold"",""hex"":""#d4af37""},{""name"":""Black"",""hex"":""#1a1a1a""}]","[{""key"":""Color"",""values"":[""Silver"",""Gold"",""Black""]}]","[{""sku"":""CASIOVIN-SILVER-Z62HLG"",""attributes"":{""Color"":""Silver""},""price"":2499,""stock"":40,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOVIN-GOLD-6MEEZ4"",""attributes"":{""Color"":""Gold""},""price"":2499,""stock"":25,""imageUrls"":[],""isActive"":true},{""sku"":""CASIOVIN-BLACK-N65AVL"",""attributes"":{""Color"":""Black""},""price"":2499,""stock"":30,""imageUrls"":[],""isActive"":true}]",true,2026-02-10T10:00:00.000Z,2026-08-15T16:45:41.315Z
c8a8650fbd75e5ac257c09f0,Seiko Presage Cocktail,seiko-presage-cocktail,Cocktail dial. Automatic. Dress watch.,34999,bdt,0,0.08,7d9d4ae2fc4671ca4fbed9f4,[],true,false,ccc03d6240f9865ff4408c96,55b35d91e5ee21b393423f3d,"[""154507a22463f4bda3a33c38""]",3,1,"[{""key"":""Movement"",""value"":""Automatic 4R35""},{""key"":""Case"",""value"":""40.5mm Steel""},{""key"":""Water"",""value"":""5 ATM""},{""key"":""Glass"",""value"":""Box-shaped Hardlex""}]","[""Cocktail dial"",""Automatic"",""Dress watch""]",,"[{""name"":""Ice Blue"",""hex"":""#a4d8f0""},{""name"":""Black"",""hex"":""#1a1a1a""}]","[{""key"":""Dial"",""values"":[""Ice Blue"",""Black""]}]","[{""sku"":""SEIKOPRE-ICEBLU-TM4KNS"",""attributes"":{""Dial"":""Ice Blue""},""price"":34999,""stock"":6,""imageUrls"":[],""isActive"":true},{""sku"":""SEIKOPRE-BLACK-ZMC6CE"",""attributes"":{""Dial"":""Black""},""price"":34999,""stock"":4,""imageUrls"":[],""isActive"":true}]",true,2026-02-11T10:00:00.000Z,2026-08-15T16:45:41.315Z
42a15e49e75b67e1c5126bb2,Seiko Prospex Diver,seiko-prospex-diver,ISO diver. 70h reserve. Ceramic bezel.,45999,bdt,0,0.15,7d9d4ae2fc4671ca4fbed9f4,[],true,false,ccc03d6240f9865ff4408c96,55b35d91e5ee21b393423f3d,"[""472bc81b391d5aa6ef255189"",""651a275f94c8a2b6c5162c52"",""bbf90fbd53af02c1d871a9d9"",""064564de12f7b64a1630f463""]",4.3,4,"[{""key"":""Movement"",""value"":""Automatic 6R35""},{""key"":""Case"",""value"":""41mm Steel""},{""key"":""Water"",""value"":""20 ATM""},{""key"":""Bezel"",""value"":""Ceramic""}]","[""ISO diver"",""70h reserve"",""Ceramic bezel""]",,"[{""name"":""Black"",""hex"":""#1a1a1a""},{""name"":""Blue"",""hex"":""#1e90ff""}]","[{""key"":""Dial"",""values"":[""Black"",""Blue""]}]","[{""sku"":""SEIKOPRO-BLACK-6MPC34"",""attributes"":{""Dial"":""Black""},""price"":45999,""stock"":4,""imageUrls"":[],""isActive"":true},{""sku"":""SEIKOPRO-BLUE-3A52YQ"",""attributes"":{""Dial"":""Blue""},""price"":45999,""stock"":3,""imageUrls"":[],""isActive"":true}]",true,2026-02-12T10:00:00.000Z,2026-08-15T16:45:41.315Z
